Negroni mocktail	None	Sour	Grapefruit juice, Orange juice, Cardamom, Coriander, White grape juice		Ingredients: For the syrup base: half grapefruit (approx 125g), 1 slice orange, 125g caster sugar, 3 cardamom pods lightly crushed, pinch coriander seeds, few drops red food colouring >For the cocktail: ice, 25ml white grape juice, 1 slice orange (optional) >Instructions: Chop the grapefruit into small chunks and put them into a saucepan along with the orange slice, sugar, 125ml water, the cardamom pods and coriander seeds. Heat the mixture until simmering and cook for around 5 mins, crushing the fruit pieces with the back of a wooden spoon as it starts to soften to release the juices. Once the fruit has softened and the white pith has faded, take it off the heat and leave to cool. If you like you can add a splash of red food colouring to the syrup at this point. Once the syrup mixture has cooled, strain it and discard the spices and fruit pieces. Fill a tumbler with ice and pour in 25ml of the syrup, the grape juice and 25ml cold water. Stir gently until the outside of the tumbler feels cold, then garnish with a slice of orange, if you like.	https://static-prod.remymartin.com/app/uploads/2020/10/cocktails-t4-classic-cognac-cocktails-french-negroni-01.jpg
Sidecar mocktail	None	Sweet, Sour	Tea, Lemon juice	Orange	Ingredients: 50ml cold lapsang souchong tea, 50ml lemon juice, 1 tsp marmalade, 0.5 – 1 tsp honey, ice, slice dried orange (optional) >Instructions: Put a coupe glass in the fridge to chill. Put the cold tea, lemon juice and marmalade in a cocktail shaker and stir to break down the marmalade so it starts to dissolve. Stir in the honey then add the ice. Shake well, until the outside of the shaker feels cold, then double strain into the chilled glass. Serve as it is or garnish with a slice of dried orange, if you like.	https://craftybartending.com/wp-content/uploads/2018/04/Sidecar-Cocktail-1.jpg
New York sour mocktail	None	Sour	Tea, Vanilla, Lemon juice, Syrup, Egg white, Pomegranate juice	None	Ingredients: 1 tsp tea leaves (50ml tea), few drops of vanilla extract, 25ml lemon juice, 3 tsp maple syrup, 1 tbsp egg white, ice, 10ml pomegranate juice >Instructions: Pour 150ml boiling water over the tea leaves, stir, then strain straight away. You want a strong, but not stewed tea. Mix in the vanilla extract and leave to cool. Pour the lemon juice, maple syrup and 50ml of the tea into a cocktail shaker. Stir the egg white with a fork to loosen it, then add 1 tbsp to the shaker. Shake well until the mixture is frothy. Add a good handful of ice and shake again. Double strain into a glass filled with ice. Top up the pomegranate juice with water to make 20ml, then slowly pour into the glass. Let it settle for a moment – the juice will float just underneath the egg white foam.	https://zestfulkitchen.com/wp-content/uploads/2020/10/cover-web.jpg
Alcohol-free passion fruit martini	None	Fruity	Passion fruit, Lemon juice, Egg white, Syrup, Grape juice	None	Ingredients: 3 passion fruits halved, 1 lemon juiced, 1 egg white, 100ml alcohol-free spirit, 2 tsp sugar syrup, handful of ice, sparkling grape juice to serve >Instructions: Scoop the flesh from four of the passion fruit halves into a cocktail shaker. Add the lemon juice, egg white, spirit and syrup and shake vigorously until frothy. Add the ice, then shake again until the outside of the shaker feels cold. Double strain into martini glasses. Top up the martinis with the grape juice and garnish with the remaining passion fruit halves.	https://www.splashoftaste.com/wp-content/uploads/2022/01/Passion-fruit-martini-featured-1.jpg
Alcohol-free amaretto sour	None	Sour	Pineapple juice, Lemon juice, Egg white, Syrup, Almond extract	Cherry	Ingredients: 100ml pineapple juice, 50ml lemon juice, half egg white, 10ml syrup from cocktail cherries (or more if you prefer) plus cherries to serve, a few drops almond extract >Instructions: Put the pineapple juice, lemon juice, egg white, cherry syrup and almond extract into a blender. Whizz the mixture a few times at a high speed, until the mixture is pale and starting to increase in volume. If your blender is suitable for use with ice, add a few handfuls and pulse twice more to chill the mixture. Alternatively, stir in the ice until the outside of the jug feels cold. Pour into glasses and garnish with the cherries to serve.	https://www.acouplecooks.com/wp-content/uploads/2020/03/Amaretto-Sour-019.jpg
Whiskey sour mocktail	None	Sweet, Sour	Lemon juice, Egg white, Syrup, Tea, Vanilla extract	Lemon, Cherry	Ingredients: 25ml lemon juice, half egg white, 1 tbsp sugar syrup or to taste, ice cubes, 1 lemon slice and 1 cocktail cherry, to serve >For the infusion: 1 tsp Assam tea leaves, 0.25 tsp vanilla extract >Instructions: First, make the infusion. Tip the tea leaves into a heatproof teapot or jug and pour over 150ml boiled water from the kettle. Immediately strain through a fine mesh sieve into a second heatproof jug, discarding the tea leaves, so the tea doesn’t become too strong. Add the vanilla and leave to cool. Pour 50ml of the cooled tea infusion into a cocktail shaker, then add the lemon juice, egg white, sugar syrup and a handful of ice. Shake until the outside of the shaker feels very cold. Strain the mocktail into an ice-filled tumbler, then garnish with a slice of lemon and a cocktail cherry to serve.	https://www.liquor.com/thmb/nlcOBUh4ko_8KCC5PEBbE9WLPcM=/735x0/__opt__aboutcom__coeus__resources__content_migration__liquor__2019__05__06082017__whiskey-sour-720x720-recipe-1-0e6fd33588d649509c31ebded475bee9.jpg
Raspberry cordial	None	Fruity	Berries, Red wine vinegar	None	Ingredients: 500g raspberry, 500g caster sugar, 3 tbsp red wine vinegar >Instructions: Put the raspberries in a pan with the sugar and vinegar. Mash over a low heat for 10 mins until smooth and syrupy. Rub through a sieve into a clean pan. Tip the seeds from the sieve into a bowl and stir in 300ml water, then sieve again to remove the last of the pulp from seeds. Pour the liquid into the pan with the sieved pulp, stir well and boil for 1 min. Pour into small sterilised bottles and seal. The cordial will keep unopened for a few months. Once opened, store in the fridge.	https://platedcravings.com/wp-content/uploads/2017/05/Homemade-Raspberry-Lemonade-Recipe-Plated-Cravings-3.jpg
Mango Mule	None	Sweet, Spicy	Cucumber, Syrup, Mango puree, Lime juice, Ginger beer	None	Ingredients: 4-5 slices of cucumber, 30g honey syrup, 30g mango puree, 50ml fresh lime juice, 50ml ginger beer, ice >Instructions: Muddle cucumber and honey syrup in the bottom of a cocktail shaker. Add the mango puree and lime juice and shake with ice vigorously. Strain into a copper mug. Top with ginger beer and stir.	https://thehappyfoodie.co.uk/wp-content/uploads/2021/08/ainsley-mango-cocktail-fe7608c8-f1d8-4daa-a363-7ce4916cb837-scaled.jpg
Virgin Cucumber Gimlet	None	Sour	Sparkling soda, Cucumber, Lime juice, Syrup	Cucumber	Ingredients: 50ml sparkling soda, 4-5 slices of muddled cucumber, 30ml fresh lime juice, 30ml simple syrup >Instructions: Combine all ingredients and shake with ice. Serve in a rocks glass over crushed ice. Garnish with a rolled cucumber slice.	https://thesocialsipper.com/wp-content/uploads/2021/01/web_Frankly-Vodka-Basil-Cucumber-Gimlet-5.png
Hot Apple Cider	None	Fruity	Apple cider, Pumpkin butter	None	Ingredients: 300ml apple cider, 1 tsp pumpkin butter >Instructions: Heat apple cider and stir in pumpkin butter. Garnish with star anise and cinnamon.	https://www.simplyhappyfoodie.com/wp-content/uploads/2018/10/spiced-apple-hot-toddy-1.jpg
Shirley Ginger 	None	Spicy, Sour	Ginger beer, Sparkling soda, Lime juice, Grenadine	Lime, Cherry	Ingredients: 1l ginger beer, 250ml sparkling soda, 3 tbsp lime juice, 60ml grenadine >Instructions: Stir ginger beer, sparkling soda, lime juice, and grenadine in a pitcher. Pour into tall glasses with ice. Garnish with lime rounds and or maraschino cherries.	https://bellyfull.net/wp-content/uploads/2020/12/Shirley-Temple-Drink-blog-3.jpg
Virgin Watermelon Margarita	None	Sweet, Sour	Watermelon, Lime juice, Agave, Sparking water	None	Ingredients: 1 medium seedless watermelon cut into chunks,100ml fresh lime juice, 4 tsp agave, 5 tbsp sparking water >Instructions: In a blender, puree enough watermelon chunks so that you have 1l of watermelon puree. Add lime juice and agave and mix again. Pour into 4 cups. Top with sparkling water.	https://whatgreatgrandmaate.com/wp-content/uploads/2018/05/Waternelon-Margarita-Slushie-6.jpg
Berry Burlesque	None	Fruity	Lime juice, Syrup, Berries, Mint, Ginger beer	None	Ingredients: 15ml lime juice, 15ml honey syrup, 30g black currant puree, 4-6 mint leaves, Ginger Beer >Instructions: Combine and shake all ingredients except ginger beer in a shaker tin with ice, and then strain over fresh ice. Top with ginger beer.	https://cdn.shopify.com/s/files/1/0347/1700/8005/articles/1616445200_1616444981_Berry_Berlesque_Drink_94f42a8f-3d06-4540-a600-bf47bfc38c0e_480x.png?v=1616445202
Lavender Lemonade	None	Sweet, Sour	Lavender, Lemon juice	None	Ingredients: 1.5l water, 100ml honey, 5 tbsp dried lavender, 250ml fresh lemon juice strained >Instructions: Bring water and honey to a boil in a large pot over medium-high heat. Gently crush the lavender in a mortar and pestle or in a bowl with a meat tenderizer. Add the crushed lavender to the pot then remove it from the heat. Cover, refrigerate, and steep for 2 hours. Strain the liquid through a fine mesh sieve. Stir in the lemon juice and serve over ice.	https://www.eatyourselfskinny.com/wp-content/uploads/2012/09/1-1-700x1045.jpg
Rose Fizz	None	Sweet, Sour	Egg white, Lemon juice, Rose lemonade	None	Ingredients: 1 egg white, 1 tsp powdered sugar, 15ml fresh lemon juice, rose lemonade to top >Instructions: Dry shake all ingredients except lemonade. Add ice and shake vigorously until almost a foamy texture. Top with rose lemonade.	https://honestlyyum.com/wp-content/uploads/2013/05/raspberry.rose_.2.new_.jpg
Rosemary Blueberry Smash	None	Fruity	Berries, Rosemary, Syrup, Lemon juice, Sparkling soda	None	Ingredients: 7-8 blueberries, 1 rosemary sprig stripped, 30ml honey syrup, 30ml fresh lemon juice strained, 100ml sparkling soda, ice >Instructions: Gently muddle blueberries, rosemary leaves, and honey syrup in the bottom of a cocktail shaker. Add lemon juice and shake, covered, with ice vigorously for 10 seconds. Strain through a mesh strainer into a tall glass of fresh ice. Top with sparkling water and stir to incorporate.	https://coleycooks.com/wp-content/uploads/2017/05/blueberry-rosemary-vodka-spritzer-5-scaled.jpg
Coconut, Cucumber, Lime, and Mint Cooler	None	Sweet, Sour, Herbaceous	Coconut water, Cucumbers, Lime juice, Mint	None	Ingredients: 1l of coconut water, 2 cucumbers sliced very thinly, 125ml of lime juice, 50g of sugar (optional), 0.25 cup of chopped mint leaves >Instructions: Combine coconut water, cucumbers, lime juice, sugar and mint leaves. Let chill for 1 to 2 hours. Serve as cooler mocktails.	https://www.whiskaffair.com/wp-content/uploads/2021/01/Cucumber-Cooler-2-1-1200x1800.jpg
Spicy Watermelon Mint Agua Fresca	None	Sweet, Spicy, Herbaceous	Watermelon,  Lime juice, Mint, Jalapeño	None	Ingredients: 500ml cold water,  2 cups watermelon (rind removed) seeded and chopped,  2 tbsp granulated sugar,  1 tbsp lime juice, 0.25 cup mint leaves, half jalapeño roughly chopped , ice cubes or crushed ice (optional) >Instructions: Combine all of the ingredients and puree until smooth. Pour mixture through a strainer into a pitcher, forcing through most of the pulp. Chill and serve.	https://www.thekitchykitchen.com/wp-content/uploads/2014/07/DSC_7019.jpg
Lemongrass Jasmine Iced Tea	None	Fruity	Syrup, Lemon, Tea, Lychee juice	Lemon grass	Ingredients: Muddle 4-5 pieces of cut lemon grass, 20ml simple syrup, 20ml lemon, 100ml jasmine tea, 60ml lychee juice >Instructions: Shake with ice. Double Strain into high ball glass. Add cubed ice. Top with crushed ice. Garnish with lemon grass.	https://pickledplum.com/wp-content/uploads/2016/07/lemongrass-ginger-iced-tea-2OPTM.jpg
Bluberry Mojito	None	Sweet, Sour, Fruity, Herbaceous	Mint, Berries, Lime juice, Syrup, Sparkling soda	None	Ingredients: 6-8 mint leaves, handful of fresh blueberries, 50ml of lime juice, 50ml of simple syrup, splash of sparkling soda >Instructions: Lightly muddle blueberries. Add all ingredients and ice in a shaker. Shake and serve.	https://www.acouplecooks.com/wp-content/uploads/2021/08/Blueberry-Mojito-003.jpg
Virgin Paloma	None	Sour	Lime juice, Grapefruit juice, Agave	None	Ingredients: 50ml lime juice, 30ml grapefruit juice, 30ml agave syrup, pinch of sea salt >Instructions: Combine ingredients in a cocktail shaker and shake with ice. Strain over ice into a Collins glass and top with soda.	https://www.kindpng.com/picc/m/119-1199231_paloma-drink-png-rum-swizzle-transparent-png.png
Wildcat Cooler	None	Fruity	Berries, Lemon juiced	None	Ingredients: 1 cup blueberries, 250ml water, 1 cup sugar, 1 lemon juiced, water to taste >Instructions: Place the blueberries, sugar and water in a large sauce pan and bring to a boil. Reduce the heat and simmer for 15 minutes. Strain the solids from the juice with a fine sieve and set the solids aside. Pack glass with crushed ice to the top. Pour 30ml blueberry syrup in the glass. Pour lemon juice in the bottom of the glass, being mindful not to mix the ingredients. Fill the glass with water, slowly adding the water until full.	https://images.shaadisaga.com/shaadisaga_production/photos/pictures/000/502/012/new_medium/wildcat_cooler.jpg?1535718335
Pineapple Ginger Beer	None	Sweet, Spicy, Fruity	Lime juice, Pineapple juice, Ginger	None	Ingredients: 30ml freshly squeezed lime juice, 30ml pineapple juice, 30ml ginger syrup >Instructions: Combine ingredients in a tin and shake very quickly with cold ice. Strain into a frozen Collins glass filled with fresh ice. >Garnish with crystallized ginger and a lemon wedge >Ginger syrup: Combine 1 liter fresh ginger juice – roughly chopped ginger root through a juicer and fine strain twice – with 675g superfine sugar; stir vigorously to combine.	https://www.internationalcuisine.com/wp-content/uploads/2016/06/Liberian-Pineapple-ginger-beer-600x899-1.jpg
Pineapple Cobbler	None	Fruity	Berries, Lime juice, Pineapple juice, Sparkling soda	Berries	Ingredients: 30ml strawberry juice, 20ml lime juice, 80ml pineapple juice, sparkling soda >Instructions: In a mixing tin, combine the lime and pineapple juice. Shake well. Strain the contents into a highball glass over clean ice. Top with sparkling soda and float the strawberry juice on top. >Garnish with a strawberry and serve.	https://i.pinimg.com/originals/29/f6/11/29f61195fce56e81451bcbb593a3a401.jpg
Tahitian Coffee	None	Sweet	Lime juice, Orange, Syrup, Passion fruit, Syrup	None	Ingredients: 60ml lime juice, 60ml orange, 30ml simple syrup, 30ml passion fruit puree, 60ml guava puree, 60ml cold brew concentrate, 90ml honey syrup, 500g ice >Instructions: Divide recipe between 2 tins and blend with measured ice. Pour into a 500ml vessel. >Garnish with orchids and grated coffee >Honey syrup: Mix 3 parts honey to 1 part hot water, by weight. Shake and stir until syrup reaches uniform dilution. Keep refrigerated.	https://honestcooking.com/wp-content/uploads/2017/01/Tahitian-Coffee_0.jpg
Raspberry Bee's Knees	None	Fruity	Lemon	Berries	Ingredients: 30ml filtered water, 10ml lemon, 10ml honey, 2 raspberries + 1 raspberry for garnish >Instructions: Shake ingredients with ice and strain into glass with two raspberries. Top with soda water. >Garnish with one raspberry.	https://thebabyshows.com/wp-content/uploads/2021/04/Bees-Knees_CMYK-scaled.jpg
Nopaloma	None	Sour, Bitter	Grapefruit juice, Lime juice, Agave, Sparkling soda	None	Ingredients: 60ml fresh squeezed grapefruit juice, 60ml fresh squeezed lime juice, 20ml agave nectar, salt, sparkling soda >Instructions: Combine the grapefruit juice, lime juice and agave nectar together in a strainer and shake. Rim glass with salt and add ice. Pour mixture into the glass and top with tonic.	https://static.wixstatic.com/media/43f54e_7cb2aaa1cb76477a9c72cf5055730fb1~mv2.png/v1/fill/w_1000,h_1333,al_c,usm_0.66_1.00_0.01/43f54e_7cb2aaa1cb76477a9c72cf5055730fb1~mv2.png
Revitalizer	None	Spicy	Carrot juice, Apple juice, Ginger, Lime juice	None	Ingredients: 250ml carrot juice, 450ml apple juice, 60ml ginger syrup (1:1 ration ginger juice/sugar), 20ml lime juice >Instructions: Combine ingredients and shake with ice. Strain into glasses. Makes four drinks.	https://hips.hearstapps.com/toc.h-cdn.co/assets/16/21/1464018073-revitalizer-2.jpeg?crop=0.4444444444444444xw:1xh;center,top&resize=480:*
It’s About Thyme	None	Herbaceous	Grapefruit juice, Lime juice, Agave	Thyme	Ingredients: 3 grapefruits, juiced, 20ml fresh lime juice, 20ml agave syrup, 1 sprig thyme for garnish >Instructions: Light thyme on fire and catch smoke in a snifter and cover with a coaster. Shake grapefruit juice, lime juice, and agave, and then strain into smoked glass. >Garnish with thyme.	https://www.cocktailclub.com/content/uploads/QUENCHED_Nov_ITS-ABOUT-THYME-1.jpg
Persephone	None	Bitter	Citrus mix, Grenadine, Ginger beer	Lemon	Ingredients: 30ml hibiscus bitters, 30ml citrus mix, 10ml grenadine, 100ml ginger beer >Garnish: lemon horse’s neck >Instructions: Combine all ingredients in a flute. Garnished with a lemon horse’s neck.	https://true-north-kitchen.com/wp-content/uploads/2021/02/swedish-75-2-800x1200.jpg
Cloudy Tokyo	None	Bitter	Tea, Coconut milk	None	Ingredients: 150ml green tea chilled, 15ml coconut milk, 150ml coconut soda chilled >Instructions: Stir chilled tea and milk in a tall Highball glass. Top with chilled soda.	https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F9%2F2016%2F10%2Fcoco-loco-XL-COCKTAIL2016.jpg
Distinguished Guest	None	Sour	Cranberry juice, Lime juice, Syrup	Cucumber	Ingredients: 60ml cranberry juice, 20ml fresh lime, 20ml simple syrup, 2 slices cucumber, 5 drops 10% saline solution >Instructions: Shake juices and simple syrup, and double strain into coupe glass. >Garnish with cucumber wheel.	https://cloudfront.omsphoto.com/wp-content/uploads/2021/09/OMS-Photo-drink-photography-sarah-hone-Silhouette_DistinguishedGuest-479x700.jpg
NA Getaway	None	Bitter, Sour	Lemon, Syrup, Aquafaba, Apple cider vinegar	None	Ingredients: 60ml chinotto syrup, 30ml lemon, 15ml maple syrup, 15ml aquafaba, 0.5 teaspoon apple cider vinegar, 6 drops Salt Tincture >Instructions: Combine ingredients in a cocktail shaker. Shake with ice and strain liquid into a chilled cocktail glass.	https://cdn.diffords.com/contrib/stock-images/2016/5/38/2016a10c45854cb33b341e6b627ccf15b3fd.jpg
Cold Brew Julep	None	Bitter	Mint, Syrup, Coffee	MInt	Ingredients: 10 mint leaves, 15ml simple syrup, 90ml cold brew coffee, 10mg CBD lavender bitters (optional) >Instructions: Muddle half the mint leaves in the bottom of a rocks glass. Stir simple syrup and cold brew over crushed ice. Add CBD lavender bitters. >Garnish with remaining mint sprigs.	https://theinspiredhome.imgix.net/images/Cold-Brew-9.jpg?crop=focalpoint&fit=crop&fp-x=0.5&fp-y=0.5&q=80&w=750
Sparkling Almond	None	Sour, Sweet	Lemon juice, Almond syrup, Sparkling soda	Lemon, Mint	Ingredients: 30ml lemon juice, 40ml orgeat or almond syrup, 120ml sparkling soda >Instructions: Pour lemon juice and orgeat into Collins glass with pebble ice. Top with sparkling soda. >Garnish with lemon wheel and mint sprig.	https://magnoliadays.com/wp-content/uploads/2015/02/Cherry-Almond-Sparklers-2VT.jpg.webp
